,Text,Text_tok,Gold_iob
1944,"Sample 2 is an andesite, a rock that cooled rapidly from a very similar magma that erupted onto Earths surface.","['Sample', '2', 'is', 'an', 'andesite', ',', 'a', 'rock', 'that', 'cooled', 'rapidly', 'from', 'a', 'very', 'similar', 'magma', 'that', 'erupted', 'onto', 'Earths', 'surface', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
22435,Assist others as necessary.,"['Assist', 'others', 'as', 'necessary', '.']","['B', 'I', 'I', 'I', 'O']"
2823,"Their fossils have been found across South America, Africa, India and Antarctica.","['Their', 'fossils', 'have', 'been', 'found', 'across', 'South', 'America', ',', 'Africa', ',', 'India', 'and', 'Antarctica', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']"
7824,"For example, some sea cucumber toxins slow down the growth rate of tumor cells, so there is an interest in using these in cancer research.","['For', 'example', ',', 'some', 'sea', 'cucumber', 'toxins', 'slow', 'down', 'the', 'growth', 'rate', 'of', 'tumor', 'cells', ',', 'so', 'there', 'is', 'an', 'interest', 'in', 'using', 'these', 'in', 'cancer', 'research', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
3955,"The collision could have caused tidal waves, changed the climate, increased atmospheric dust and clouds, and reduced sunlight by 10-20%.","['The', 'collision', 'could', 'have', 'caused', 'tidal', 'waves', ',', 'changed', 'the', 'climate', ',', 'increased', 'atmospheric', 'dust', 'and', 'clouds', ',', 'and', 'reduced', 'sunlight', 'by', '10', '-', '20', '%', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
1350,The ions are held together in the lattice by bonds with the valence electrons around them.,"['The', 'ions', 'are', 'held', 'together', 'in', 'the', 'lattice', 'by', 'bonds', 'with', 'the', 'valence', 'electrons', 'around', 'them', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O']"
1975,A thrust fault is a type of reverse fault in which the fault plane angle is nearly horizontal.,"['A', 'thrust', 'fault', 'is', 'a', 'type', 'of', 'reverse', 'fault', 'in', 'which', 'the', 'fault', 'plane', 'angle', 'is', 'nearly', 'horizontal', '.']","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8555,"P-waves move in a compression/expansion type motion, squeezing and S-waves (secondary waves) are about half as fast as P-waves, traveling at about 3.5 km (2 miles) per second, and arrive second at seismographs.","['P', '-', 'waves', 'move', 'in', 'a', 'compression', '/', 'expansion', 'type', 'motion', ',', 'squeezing', 'and', 'S', '-', 'waves', '(', 'secondary', 'waves', ')', 'are', 'about', 'half', 'as', 'fast', 'as', 'P', '-', 'waves', ',', 'traveling', 'at', 'about', '3.5', 'km', '(', '2', 'miles', ')', 'per', 'second', ',', 'and', 'arrive', 'second', 'at', 'seismographs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22131,"Due to the lack of a body cav- ity,flatworms are known as acoelomates.","['Due', 'to', 'the', 'lack', 'of', 'a', 'body', 'cav-', 'ity', ',', 'flatworms', 'are', 'known', 'as', 'acoelomates', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
14591,"When sediments settle out of water, they form horizontal layers.","['When', 'sediments', 'settle', 'out', 'of', 'water', ',', 'they', 'form', 'horizontal', 'layers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
17173,Red rocks form where oxygen is present.,"['Red', 'rocks', 'form', 'where', 'oxygen', 'is', 'present', '.']","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']"
16800,"These molecules need special transport proteins to help them move across the membrane, a process known as facilitative diffusion.","['These', 'molecules', 'need', 'special', 'transport', 'proteins', 'to', 'help', 'them', 'move', 'across', 'the', 'membrane', ',', 'a', 'process', 'known', 'as', 'facilitative', 'diffusion', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
16954,"Where seawater mixes with fresh water, salinity is lower than average.","['Where', 'seawater', 'mixes', 'with', 'fresh', 'water', ',', 'salinity', 'is', 'lower', 'than', 'average', '.']","['O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
25965,Mating and migrations take place earlier in the spring months.,"['Mating', 'and', 'migrations', 'take', 'place', 'earlier', 'in', 'the', 'spring', 'months', '.']","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11760,"In eukaryotic organisms, photosynthesis occurs in chloroplasts.","['In', 'eukaryotic', 'organisms', ',', 'photosynthesis', 'occurs', 'in', 'chloroplasts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
16437,The number of neutrons in an element may vary.,"['The', 'number', 'of', 'neutrons', 'in', 'an', 'element', 'may', 'vary', '.']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']"
23413,"Uranus, though, is tilted on its side, so its axis is almost parallel to its orbit.","['Uranus', ',', 'though', ',', 'is', 'tilted', 'on', 'its', 'side', ',', 'so', 'its', 'axis', 'is', 'almost', 'parallel', 'to', 'its', 'orbit', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17355,It may become a theory.,"['It', 'may', 'become', 'a', 'theory', '.']","['O', 'O', 'O', 'O', 'B', 'O']"
8826,They include: temperature of the liquid.,"['They', 'include', ':', 'temperature', 'of', 'the', 'liquid', '.']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
15854,"If you look under the scales of pine cone, you will see tiny seeds with ""wings"" that allow these seeds to be carried away by the wind.","['If', 'you', 'look', 'under', 'the', 'scales', 'of', 'pine', 'cone', ',', 'you', 'will', 'see', 'tiny', 'seeds', 'with', '""', 'wings', '""', 'that', 'allow', 'these', 'seeds', 'to', 'be', 'carried', 'away', 'by', 'the', 'wind', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
21860,"The cold ground cools the air that sits above it, making this low layer of air denser than the air above it.","['The', 'cold', 'ground', 'cools', 'the', 'air', 'that', 'sits', 'above', 'it', ',', 'making', 'this', 'low', 'layer', 'of', 'air', 'denser', 'than', 'the', 'air', 'above', 'it', '.']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']"
6410,"At mid-ocean ridges at hydrothermal vents, bacteria that use chemosyn- thesis for food energy are the base of a unique ecosystem.","['At', 'mid', '-', 'ocean', 'ridges', 'at', 'hydrothermal', 'vents', ',', 'bacteria', 'that', 'use', 'chemosyn-', 'thesis', 'for', 'food', 'energy', 'are', 'the', 'base', 'of', 'a', 'unique', 'ecosystem', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8,Often this occurs as a new species evolves to occupy the vacant niche.,"['Often', 'this', 'occurs', 'as', 'a', 'new', 'species', 'evolves', 'to', 'occupy', 'the', 'vacant', 'niche', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
20899,This prepares the uterus to receive an egg that could develop into a child (a fertilized egg).,"['This', 'prepares', 'the', 'uterus', 'to', 'receive', 'an', 'egg', 'that', 'could', 'develop', 'into', 'a', 'child', '(', 'a', 'fertilized', 'egg', ')', '.']","['O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
7160,"Red blood cells (RBCs) are flattened, disk-shaped cells that carry oxygen.","['Red', 'blood', 'cells', '(', 'RBCs', ')', 'are', 'flattened', ',', 'disk', '-', 'shaped', 'cells', 'that', 'carry', 'oxygen', '.']","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
16222,"At a depth greater than 500 meters, the pressure is too great for humans to withstand without special equipment to protect them.","['At', 'a', 'depth', 'greater', 'than', '500', 'meters', ',', 'the', 'pressure', 'is', 'too', 'great', 'for', 'humans', 'to', 'withstand', 'without', 'special', 'equipment', 'to', 'protect', 'them', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13278,A Quicktime movie with thermal camera of a lava stream within the vent of a Hawaiian volcano is seen here:  Low-viscosity lava flows down mountainsides.,"['A', 'Quicktime', 'movie', 'with', 'thermal', 'camera', 'of', 'a', 'lava', 'stream', 'within', 'the', 'vent', 'of', 'a', 'Hawaiian', 'volcano', 'is', 'seen', 'here', ':', 'Low', '-', 'viscosity', 'lava', 'flows', 'down', 'mountainsides', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O']"
25452,"Although the stars move across the sky, they stay in the same patterns.","['Although', 'the', 'stars', 'move', 'across', 'the', 'sky', ',', 'they', 'stay', 'in', 'the', 'same', 'patterns', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O']"
23897,"Wastewater from cities and towns contains many different contaminants from many different homes, businesses, and industries.","['Wastewater', 'from', 'cities', 'and', 'towns', 'contains', 'many', 'different', 'contaminants', 'from', 'many', 'different', 'homes', ',', 'businesses', ',', 'and', 'industries', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
15297,"To separate the different types of hydrocarbons in crude oil for different uses, the crude oil must be refined in refineries like the one shown in Figure 1.2.","['To', 'separate', 'the', 'different', 'types', 'of', 'hydrocarbons', 'in', 'crude', 'oil', 'for', 'different', 'uses', ',', 'the', 'crude', 'oil', 'must', 'be', 'refined', 'in', 'refineries', 'like', 'the', 'one', 'shown', 'in', 'Figure', '1.2', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18097,"For example, alcoholic fermentation is used to bake bread.","['For', 'example', ',', 'alcoholic', 'fermentation', 'is', 'used', 'to', 'bake', 'bread', '.']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
11543,This can happen in two ways: (1) Air temperature stays the same but humidity increases.,"['This', 'can', 'happen', 'in', 'two', 'ways', ':', '(', '1', ')', 'Air', 'temperature', 'stays', 'the', 'same', 'but', 'humidity', 'increases', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
25791,"Groundwater can be contaminated by disease-producing pathogens, careless disposal of hazardous household chemical-containing products, agricultural chemicals, and leaking underground storage tanks.","['Groundwater', 'can', 'be', 'contaminated', 'by', 'disease', '-', 'producing', 'pathogens', ',', 'careless', 'disposal', 'of', 'hazardous', 'household', 'chemical', '-', 'containing', 'products', ',', 'agricultural', 'chemicals', ',', 'and', 'leaking', 'underground', 'storage', 'tanks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
16189,"According to Charless law, if the pressure of a gas is held constant, increasing the temperature of the gas increases its volume.","['According', 'to', 'Charless', 'law', ',', 'if', 'the', 'pressure', 'of', 'a', 'gas', 'is', 'held', 'constant', ',', 'increasing', 'the', 'temperature', 'of', 'the', 'gas', 'increases', 'its', 'volume', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19323,"A rise of 2.8o C (5o F) would result in 0.6o to 1.2o C (1o to 2o F) at the Equator, but up to 6.7o C (12o F) at the poles.","['A', 'rise', 'of', '2.8o', 'C', '(', '5o', 'F', ')', 'would', 'result', 'in', '0.6o', 'to', '1.2o', 'C', '(', '1o', 'to', '2o', 'F', ')', 'at', 'the', 'Equator', ',', 'but', 'up', 'to', '6.7o', 'C', '(', '12o', 'F', ')', 'at', 'the', 'poles', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
6699,"Crustaceans periodically shed the outer skeleton, grow rapidly for a short time, and then form another hard skeleton.","['Crustaceans', 'periodically', 'shed', 'the', 'outer', 'skeleton', ',', 'grow', 'rapidly', 'for', 'a', 'short', 'time', ',', 'and', 'then', 'form', 'another', 'hard', 'skeleton', '.']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
6849,Atoms are extremely smalltoo small to see.,"['Atoms', 'are', 'extremely', 'smalltoo', 'small', 'to', 'see', '.']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
12905,Marine animals that die near a river delta may be rapidly buried by river sediments.,"['Marine', 'animals', 'that', 'die', 'near', 'a', 'river', 'delta', 'may', 'be', 'rapidly', 'buried', 'by', 'river', 'sediments', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
3077,High-frequency waves have a lot of energy and are potentially very harmful.,"['High', '-', 'frequency', 'waves', 'have', 'a', 'lot', 'of', 'energy', 'and', 'are', 'potentially', 'very', 'harmful', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
6552,The Cascades are a chain of volcanoes at a convergent boundary where an oceanic plate is subducting beneath a continental plate.,"['The', 'Cascades', 'are', 'a', 'chain', 'of', 'volcanoes', 'at', 'a', 'convergent', 'boundary', 'where', 'an', 'oceanic', 'plate', 'is', 'subducting', 'beneath', 'a', 'continental', 'plate', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14562,Scientific knowledge is always evolving as new evidence comes in.,"['Scientific', 'knowledge', 'is', 'always', 'evolving', 'as', 'new', 'evidence', 'comes', 'in', '.']","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']"
14848,"In other words, neither the direction nor the speed of the object will change as long as the net force acting on it is zero.","['In', 'other', 'words', ',', 'neither', 'the', 'direction', 'nor', 'the', 'speed', 'of', 'the', 'object', 'will', 'change', 'as', 'long', 'as', 'the', 'net', 'force', 'acting', 'on', 'it', 'is', 'zero', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
7256,"Although the top layer of epidermis is only about as thick as a sheet of paper, it is made up of 25 to 30 layers of cells.","['Although', 'the', 'top', 'layer', 'of', 'epidermis', 'is', 'only', 'about', 'as', 'thick', 'as', 'a', 'sheet', 'of', 'paper', ',', 'it', 'is', 'made', 'up', 'of', '25', 'to', '30', 'layers', 'of', 'cells', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
13165,Nitrogen gas (N2 ) has two nitrogen atoms connected by a very strong triple bond.,"['Nitrogen', 'gas', '(', 'N2', ')', 'has', 'two', 'nitrogen', 'atoms', 'connected', 'by', 'a', 'very', 'strong', 'triple', 'bond', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O']"
17428,This is a fact.,"['This', 'is', 'a', 'fact', '.']","['O', 'O', 'O', 'B', 'O']"
10005,"Environmental scientists study the effects people have on their environment, including the landscape, atmosphere, water, and living things.","['Environmental', 'scientists', 'study', 'the', 'effects', 'people', 'have', 'on', 'their', 'environment', ',', 'including', 'the', 'landscape', ',', 'atmosphere', ',', 'water', ',', 'and', 'living', 'things', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13426,The way the bee moves during its dance tells other bees in the hive where to find the food.,"['The', 'way', 'the', 'bee', 'moves', 'during', 'its', 'dance', 'tells', 'other', 'bees', 'in', 'the', 'hive', 'where', 'to', 'find', 'the', 'food', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
14320,"Nearly half (49%) of air pollution comes from transportation, 28% from factories and power plants, and the remaining pollution from a variety of other sources.","['Nearly', 'half', '(', '49', '%', ')', 'of', 'air', 'pollution', 'comes', 'from', 'transportation', ',', '28', '%', 'from', 'factories', 'and', 'power', 'plants', ',', 'and', 'the', 'remaining', 'pollution', 'from', 'a', 'variety', 'of', 'other', 'sources', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14370,"When the original bone or shell dissolves and leaves behind an empty space in the shape of the material, the depression is called a mold.","['When', 'the', 'original', 'bone', 'or', 'shell', 'dissolves', 'and', 'leaves', 'behind', 'an', 'empty', 'space', 'in', 'the', 'shape', 'of', 'the', 'material', ',', 'the', 'depression', 'is', 'called', 'a', 'mold', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
21663,"This taste can be found in fish, shellfish, cured meats, mushrooms, cheese, tomatoes, grains, and beans.","['This', 'taste', 'can', 'be', 'found', 'in', 'fish', ',', 'shellfish', ',', 'cured', 'meats', ',', 'mushrooms', ',', 'cheese', ',', 'tomatoes', ',', 'grains', ',', 'and', 'beans', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15072,"When you choose a sunscreen, select one with an SPF (sun protection factor) of 30 or higher.","['When', 'you', 'choose', 'a', 'sunscreen', ',', 'select', 'one', 'with', 'an', 'SPF', '(', 'sun', 'protection', 'factor', ')', 'of', '30', 'or', 'higher', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']"
19729,Gravitational potential energy depends on an objects weight and its height above the ground.,"['Gravitational', 'potential', 'energy', 'depends', 'on', 'an', 'objects', 'weight', 'and', 'its', 'height', 'above', 'the', 'ground', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15345,"To collect evidence to support (or disprove) their hypothesis, scientists must do experiments.","['To', 'collect', 'evidence', 'to', 'support', '(', 'or', 'disprove', ')', 'their', 'hypothesis', ',', 'scientists', 'must', 'do', 'experiments', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
16461,The half-life is the time it takes for half of a given amount of an isotope to decay.,"['The', 'half', '-', 'life', 'is', 'the', 'time', 'it', 'takes', 'for', 'half', 'of', 'a', 'given', 'amount', 'of', 'an', 'isotope', 'to', 'decay', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
13866,Mercury is released into the atmosphere when coal is burned.,"['Mercury', 'is', 'released', 'into', 'the', 'atmosphere', 'when', 'coal', 'is', 'burned', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']"
26026,"Bacteria are responsible for many types of human illness, including: Strep throat","['Bacteria', 'are', 'responsible', 'for', 'many', 'types', 'of', 'human', 'illness', ',', 'including', ':', 'Strep', 'throat']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I']"
